 EMPRESA ; ID_EMPRESA ; TIPO_OPERADOR ; CANAL ; ANNO ; TRIMESTRE ; TIPO_SOLICITUD ; TEMATICA ; MECANISMO_RECEPCION ; CANTIDAD 
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 3 ; QUEJA O RECLAMO ; Violencia ; APLICACIÓN MÓVIL ;3
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 3 ; SOLICITUD ; Familia, niños, niñas y adolescentes ; APLICACIÓN MÓVIL ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 3 ; SOLICITUD ; Otra ; APLICACIÓN MÓVIL ;3
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 3 ; SOLICITUD ; Otra ; APLICACIÓN MÓVIL ;6
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 3 ; SOLICITUD ; Pluralismo informativo ; APLICACIÓN MÓVIL ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 3 ; SOLICITUD ; Programación ; APLICACIÓN MÓVIL ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 3 ; SOLICITUD ; Programación ; APLICACIÓN MÓVIL ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 4 ; OTRA ; Otra ; PÁGINA WEB ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 4 ; OTRA ; Otra ; PÁGINA WEB ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 4 ; OTRA ; Población con discapacidad auditiva ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 4 ; PETICIÓN ; Otra ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 4 ; PETICIÓN ; Pluralismo informativo ; PÁGINA WEB ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 4 ; QUEJA O RECLAMO ; Discriminación ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 4 ; QUEJA O RECLAMO ; Pluralismo informativo ; PÁGINA WEB ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 4 ; QUEJA O RECLAMO ; Programación ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 4 ; SOLICITUD ; Otra ; OTRO ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 4 ; SOLICITUD ; Otra ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 4 ; SOLICITUD ; Pluralismo informativo ; PÁGINA WEB ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2022; 4 ; SOLICITUD ; Programación ; PÁGINA WEB ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; OTRA ; Discriminación ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; OTRA ; Otra ; LINEA TELEFÓNICA ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; OTRA ; Otra ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; OTRA ; Otra ; PÁGINA WEB ;4
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; OTRA ; Otra ; PÁGINA WEB ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; PETICIÓN ; Otra ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; QUEJA O RECLAMO ; Escenas sexuales ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; QUEJA O RECLAMO ; Otra ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; QUEJA O RECLAMO ; Otra ; PÁGINA WEB ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; QUEJA O RECLAMO ; Otra ; PÁGINA WEB ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; SOLICITUD ; Otra ; OTRO ;3
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; SOLICITUD ; Otra ; PÁGINA WEB ;3
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; SOLICITUD ; Otra ; PÁGINA WEB ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 1 ; SOLICITUD ; Violencia ; PÁGINA WEB ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 2 ; PETICIÓN ; Otra ; OTRO ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 3 ; OTRA ; Otra ; OTRO ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 3 ; PETICIÓN ; Otra ; OTRO ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 3 ; QUEJA O RECLAMO ; Otra ; OTRO ;4
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 4 ; QUEJA O RECLAMO ; Otra ; OTRO ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 4 ; QUEJA O RECLAMO ; Otra ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 4 ; SOLICITUD ; Otra ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2023; 4 ; SOLICITUD ; Otra ; OTRO ;3
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; OTRA ; Otra ; PÁGINA WEB ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; OTRA ; Programación ; PÁGINA WEB ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; PETICIÓN ; Programación ; PÁGINA WEB ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; PETICIÓN ; Programación ; PÁGINA WEB ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; QUEJA O RECLAMO ; Programación ; PÁGINA WEB ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; QUEJA O RECLAMO ; Programación ; PÁGINA WEB ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; QUEJA O RECLAMO ; Programación ; PÁGINA WEB ;3
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; SOLICITUD ; Otra ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; SOLICITUD ; Otra ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; SOLICITUD ; Otra ; PÁGINA WEB ;1
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; SOLICITUD ; Otra ; PÁGINA WEB ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; SOLICITUD ; Otra ; PÁGINA WEB ;3
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; SOLICITUD ; Programación ; OTRO ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; SOLICITUD ; Programación ; OTRO ;2
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; SOLICITUD ; Programación ; PÁGINA WEB ;3
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; SOLICITUD ; Programación ; PÁGINA WEB ;10
 SOCIEDAD DE TELEVISIÓN DE CALDAS RISARALDA Y QUINDIO ;890807724; TV Pública - Regional Abierta ; TELECAFÉ ;2024; 1 ; SOLICITUD ; Programación ; PÁGINA WEB ;2
 SOCIEDAD DE TELEVISIÓN DE LAS ISLAS LTDA- TELEISLAS ;827000481; TV Sin Animo de Lucro - Local Abierta ; TELEISLAS ;2022; 3 ; OTRA ; Programación ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE LAS ISLAS LTDA- TELEISLAS ;827000481; TV Sin Animo de Lucro - Local Abierta ; TELEISLAS ;2022; 3 ; QUEJA O RECLAMO ; Programación ; OTRO ;2
 SOCIEDAD DE TELEVISIÓN DE LAS ISLAS LTDA- TELEISLAS ;827000481; TV Sin Animo de Lucro - Local Abierta ; TELEISLAS ;2022; 3 ; QUEJA O RECLAMO ; Programación ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE LAS ISLAS LTDA- TELEISLAS ;827000481; TV Sin Animo de Lucro - Local Abierta ; TELEISLAS ;2022; 4 ; PETICIÓN ; Programación ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE LAS ISLAS LTDA- TELEISLAS ;827000481; TV Sin Animo de Lucro - Local Abierta ; TELEISLAS ;2022; 4 ; PETICIÓN ; Programación ; OTRO ;2
 SOCIEDAD DE TELEVISIÓN DE LAS ISLAS LTDA- TELEISLAS ;827000481; TV Sin Animo de Lucro - Local Abierta ; TELEISLAS ;2022; 4 ; PETICIÓN ; Programación ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE LAS ISLAS LTDA- TELEISLAS ;827000481; TV Sin Animo de Lucro - Local Abierta ; TELEISLAS ;2023; 1 ; PETICIÓN ; Programación ; OTRO ;1
 SOCIEDAD DE TELEVISIÓN DE LAS ISLAS LTDA- TELEISLAS ;827000481; TV Sin Animo de Lucro - Local Abierta ; TELEISLAS ;2023; 1 ; PETICIÓN ; Programación ; OTRO ;2
 SOCIEDAD DE TELEVISIÓN DE LAS ISLAS LTDA- TELEISLAS ;827000481; TV Sin Animo de Lucro - Local Abierta ; TELEISLAS ;2023; 2 ; QUEJA O RECLAMO ; Programación ; OTRO ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 3 ; PETICIÓN ; OTRA ; WEB ;4
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 3 ; PETICIÓN ; OTRA ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 3 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;3
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 3 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 3 ; QUEJA O RECLAMO ; OTRA ; WEB ;2
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 3 ; QUEJA O RECLAMO ; OTRA ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 3 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 3 ; QUEJA O RECLAMO ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; WEB ;2
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 3 ; SUGERENCIA ; OTRA ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 3 ; SUGERENCIA ; OTRA ; WEB ;3
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 3 ; SUGERENCIA ; OTRA ; WEB ;2
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 3 ; SUGERENCIA ; PLURALISMO INFORMATIVO ; WEB ;2
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 3 ; SUGERENCIA ; PLURALISMO INFORMATIVO ; WEB ;2
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 4 ; PETICIÓN ; OTRA ; WEB ;6
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 4 ; PETICIÓN ; OTRA ; WEB ;5
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 4 ; PETICIÓN ; OTRA ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 4 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 4 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 4 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;2
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 4 ; QUEJA O RECLAMO ; OTRA ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 4 ; QUEJA O RECLAMO ; OTRA ; WEB ;3
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 4 ; SUGERENCIA ; OTRA ; WEB ;4
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2019; 4 ; SUGERENCIA ; PLURALISMO INFORMATIVO ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; PETICIÓN ; OTRA ; WEB ;5
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; PETICIÓN ; OTRA ; WEB ;11
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; PETICIÓN ; OTRA ; WEB ;27
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;2
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;6
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;6
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; PETICIÓN ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; WEB ;7
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; QUEJA O RECLAMO ; OTRA ; WEB ;3
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; QUEJA O RECLAMO ; OTRA ; WEB ;2
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; QUEJA O RECLAMO ; OTRA ; WEB ;11
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; QUEJA O RECLAMO ; PLURALISMO INFORMATIVO ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; QUEJA O RECLAMO ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; WEB ;3
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; SUGERENCIA ; OTRA ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; SUGERENCIA ; OTRA ; WEB ;4
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; SUGERENCIA ; OTRA ; WEB ;14
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; SUGERENCIA ; PLURALISMO INFORMATIVO ; WEB ;2
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; SUGERENCIA ; PLURALISMO INFORMATIVO ; WEB ;4
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; SUGERENCIA ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; WEB ;2
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 1 ; SUGERENCIA ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; PETICIÓN ; ND ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; PETICIÓN ; OTRA ; WEB ;33
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; PETICIÓN ; OTRA ; WEB ;27
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; PETICIÓN ; OTRA ; WEB ;21
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;6
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;7
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; PETICIÓN ; PLURALISMO INFORMATIVO ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; PETICIÓN ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; WEB ;10
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; PETICIÓN ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; PETICIÓN ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; WEB ;2
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; QUEJA O RECLAMO ; OTRA ; WEB ;23
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; QUEJA O RECLAMO ; OTRA ; WEB ;6
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; QUEJA O RECLAMO ; OTRA ; WEB ;15
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; QUEJA O RECLAMO ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; SUGERENCIA ; ND ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; SUGERENCIA ; OTRA ; WEB ;13
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; SUGERENCIA ; OTRA ; WEB ;17
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; SUGERENCIA ; OTRA ; WEB ;12
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; SUGERENCIA ; PLURALISMO INFORMATIVO ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; SUGERENCIA ; PLURALISMO INFORMATIVO ; WEB ;2
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 2 ; SUGERENCIA ; PROTECCIÓN DE LA FAMILIA, NIÑOS, NIÑAS Y ADOLESCENTES ; WEB ;1
 SOCIEDAD TELEVISION DEL PACIFICO LIMITADA ;890331524; TV Pública - Regional Abierta ; TELEPACÍFICO ;2020; 3 ; PETICIÓN ; OTRA ; WEB ;4
